cluster_id,original_label,LATITUDE,LONGITUDE,INSPECTION_YEAR,INSPECTION_DATE,SPECIES,LANDOWNER_TYPE
72,84,30.229277,-97.848366,2016,2016-07-31,Live Oak,Public
72,84,30.229272,-97.848358,2016,2016-07-31,Live Oak,Municipal - ROW
72,84,30.229136,-97.848259,2016,2016-08-04,Live Oak,Private
72,84,30.229131,-97.848252,2016,2016-08-04,Live Oak,Private
72,84,30.229067,-97.848426,2016,2016-08-04,Live Oak,Private
72,84,30.22935,-97.848976,2016,2016-11-15,Live Oak,Private
72,84,30.229855,-97.848875,2016,2016-11-15,Live Oak,Private
72,84,30.229205,-97.84864,2016,2016-11-15,Live Oak,Private
72,84,30.229313,-97.848209,2017,2017-05-17,Live Oak,Private
72,84,30.229354,-97.848149,2017,2017-05-31,Live Oak,Private
72,84,30.229277,-97.848366,2017,2017-08-22,Live Oak,Public
72,84,30.229272,-97.848358,2017,2017-08-22,Live Oak,Municipal - ROW
72,84,30.229169,-97.848697,2018,2018-04-12,Live Oak,Public
72,84,30.229163,-97.848689,2018,2018-04-12,Live Oak,Municipal - ROW
72,84,30.229068,-97.84847,2018,2018-04-30,Live Oak,Private
72,84,30.229136,-97.848259,2018,2018-04-30,Live Oak,Private
72,84,30.229353,-97.848629,2018,2018-06-08,Live Oak,Private
72,84,30.229131,-97.848252,2018,2018-10-01,Live Oak,Private
72,84,30.229063,-97.848462,2018,2018-10-01,Live Oak,Private
72,84,30.229067,-97.848426,2018,2018-10-01,Live Oak,Private
73,86,30.182834,-97.911651,2017,2017-01-09,Live Oak,Public
73,86,30.182829,-97.911644,2017,2017-01-09,Live Oak,Municipal - Parkland
73,86,30.182824,-97.911712,2017,2017-01-09,Live Oak,Municipal - Parkland
73,86,30.182864,-97.911975,2017,2017-01-09,Live Oak,Municipal - Parkland
73,86,30.182836,-97.911965,2017,2017-01-09,Live Oak,Municipal - Parkland
73,86,30.182604,-97.912127,2017,2017-01-09,Live Oak,Municipal - Parkland
73,86,30.182692,-97.91231,2017,2017-01-09,Live Oak,Municipal - Parkland
73,86,30.182049,-97.91217,2017,2017-01-09,Live Oak,Municipal - Parkland
73,86,30.181994,-97.91228,2017,2017-01-09,Live Oak,Municipal - Parkland
73,86,30.181994,-97.912466,2017,2017-01-09,Live Oak,Municipal - Parkland
73,86,30.181958,-97.91248,2017,2017-01-09,Live Oak,Municipal - Parkland
73,86,30.181999,-97.912287,2018,2018-04-13,Live Oak,Public
74,90,30.210921,-97.79951,2017,2017-02-14,Live Oak,Municipal - Parkland
74,90,30.21083,-97.799626,2017,2017-06-13,Live Oak,Public
74,90,30.210825,-97.799619,2017,2017-06-13,Live Oak,Municipal - Parkland
74,90,30.210839,-97.799299,2017,2017-06-13,Live Oak,Municipal - Parkland
74,90,30.210746,-97.799361,2017,2017-06-13,Live Oak,Municipal - Parkland
74,90,30.210768,-97.799453,2017,2017-06-13,Live Oak,Municipal - Parkland
74,90,30.210666,-97.799462,2017,2017-06-14,Live Oak,Municipal - Parkland
74,90,30.210748,-97.799508,2017,2017-06-14,Live Oak,Municipal - Parkland
74,90,30.210563,-97.799484,2017,2017-06-15,Live Oak,Municipal - Parkland
74,90,30.210513,-97.799573,2017,2017-06-15,Live Oak,Municipal - Parkland
74,90,30.210543,-97.799654,2017,2017-06-15,Live Oak,Municipal - Parkland
74,90,30.210614,-97.799692,2017,2017-06-16,Live Oak,Municipal - Parkland
74,90,30.210535,-97.799724,2017,2017-06-16,Live Oak,Municipal - Parkland
74,90,30.210592,-97.799671,2017,2017-06-16,Live Oak,Municipal - Parkland
74,90,30.21108,-97.799217,2017,2017-06-16,Live Oak,Municipal - Parkland
74,90,30.210944,-97.799534,2017,2017-06-21,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2017,2017-06-21,Live Oak,Municipal - Parkland
74,90,30.210984,-97.79929,2017,2017-06-21,Live Oak,Municipal - Parkland
74,90,30.210474,-97.799262,2017,2017-06-27,Live Oak,Municipal - Parkland
74,90,30.210453,-97.79918,2017,2017-06-27,Live Oak,Municipal - Parkland
74,90,30.211201,-97.799467,2017,2017-06-28,Live Oak,Municipal - Parkland
74,90,30.211255,-97.799173,2017,2017-08-09,Live Oak,Municipal - Parkland
74,90,30.211022,-97.799168,2017,2017-08-10,Live Oak,Municipal - Parkland
74,90,30.21088,-97.799108,2017,2017-08-10,Live Oak,Municipal - Parkland
74,90,30.210631,-97.799781,2018,2018-04-06,Live Oak,Public
74,90,30.211998,-97.79871,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.211063,-97.799525,2018,2018-04-06,Live Oak,Municipal - Parkland
74,90,30.212086,-97.798696,2018,2018-04-16,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-05-08,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-05-08,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-05-08,Live Oak,Municipal - Parkland
74,90,30.210626,-97.799773,2018,2018-05-08,Live Oak,Municipal - Parkland
74,90,30.210257,-97.798912,2018,2018-05-09,Live Oak,Municipal - Parkland
74,90,30.210489,-97.798752,2018,2018-05-09,Live Oak,Municipal - Parkland
74,90,30.210609,-97.798796,2018,2018-05-09,Live Oak,Municipal - Parkland
74,90,30.210688,-97.798653,2018,2018-05-09,Live Oak,Municipal - Parkland
74,90,30.210812,-97.798767,2018,2018-05-09,Live Oak,Municipal - Parkland
74,90,30.21067,-97.798711,2018,2018-05-09,Live Oak,Municipal - Parkland
74,90,30.210625,-97.799219,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.210903,-97.799854,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.211289,-97.799294,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.211357,-97.799185,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.210495,-97.799067,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.210355,-97.799351,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.210291,-97.799378,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.211167,-97.799265,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.210956,-97.798985,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.21082,-97.798889,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.210686,-97.798533,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.211492,-97.799105,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.211507,-97.799089,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.211534,-97.799076,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.211585,-97.799207,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.211607,-97.799201,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.211624,-97.799287,2018,2018-10-01,Live Oak,Municipal - Parkland
74,90,30.211728,-97.798393,2019,2019-04-15,Live Oak,Municipal - Parkland
74,90,30.211739,-97.798372,2019,2019-04-15,Live Oak,Municipal - Parkland
74,90,30.211443,-97.798505,2019,2019-04-15,Live Oak,Municipal - Parkland
74,90,30.21152,-97.798503,2019,2019-04-15,Live Oak,Municipal - Parkland
74,90,30.211546,-97.798578,2019,2019-04-15,Live Oak,Municipal - Parkland
74,90,30.211561,-97.798584,2019,2019-04-15,Live Oak,Municipal - Parkland
74,90,30.211667,-97.798594,2019,2019-04-15,Live Oak,Municipal - Parkland
74,90,30.211803,-97.798321,2019,2019-04-16,Live Oak,Municipal - Parkland
74,90,30.211884,-97.798347,2019,2019-04-16,Live Oak,Municipal - Parkland
74,90,30.211953,-97.798218,2019,2019-04-16,Live Oak,Municipal - Parkland
74,90,30.211951,-97.798457,2019,2019-04-16,Live Oak,Municipal - Parkland
74,90,30.211985,-97.798449,2019,2019-04-22,Live Oak,Municipal - Parkland
74,90,30.211988,-97.79844,2019,2019-04-22,Live Oak,Municipal - Parkland
74,90,30.211534,-97.798023,2019,2019-04-23,Live Oak,Municipal - Parkland
74,90,30.21036,-97.799358,2019,2019-05-22,Live Oak,Municipal - Parkland
74,90,30.210296,-97.799386,2019,2019-05-22,Live Oak,Municipal - Parkland
74,90,30.210242,-97.798509,2019,2019-05-22,Live Oak,Municipal - Parkland
74,90,30.210237,-97.798521,2019,2019-05-22,Live Oak,Municipal - Parkland
74,90,30.211545,-97.79811,2019,2019-05-22,Live Oak,Municipal - Parkland
74,90,30.211082,-97.798268,2019,2019-05-22,Live Oak,Municipal - Parkland
74,90,30.211005,-97.798436,2019,2019-05-22,Live Oak,Municipal - Parkland
74,90,30.211593,-97.797739,2019,2019-05-23,Live Oak,Municipal - Parkland
74,90,30.21153,-97.79764,2019,2019-05-23,Live Oak,Municipal - Parkland
74,90,30.211516,-97.797614,2019,2019-05-23,Live Oak,Municipal - Parkland
74,90,30.211475,-97.797637,2019,2019-05-23,Live Oak,Municipal - Parkland
74,90,30.211507,-97.797633,2019,2019-05-23,Live Oak,Municipal - Parkland
74,90,30.211616,-97.797437,2019,2019-05-23,Live Oak,Municipal - Parkland
74,90,30.211688,-97.797593,2019,2019-05-23,Live Oak,Municipal - Parkland
74,90,30.211629,-97.797658,2019,2019-05-23,Live Oak,Municipal - Parkland
74,90,30.210223,-97.799106,2019,2019-05-25,Live Oak,Municipal - Parkland
74,90,30.211719,-97.798006,2019,2019-05-31,Live Oak,Municipal - Parkland
74,90,30.211698,-97.797992,2019,2019-05-31,Live Oak,Municipal - Parkland
74,90,30.211386,-97.7984,2019,2019-05-31,Live Oak,Municipal - Parkland
74,90,30.211374,-97.798373,2019,2019-05-31,Live Oak,Municipal - Parkland
74,90,30.211786,-97.798002,2019,2019-06-04,Live Oak,Municipal - Parkland
74,90,30.21162,-97.797876,2019,2019-06-04,Live Oak,Municipal - Parkland
74,90,30.211685,-97.797778,2019,2019-06-07,Live Oak,Municipal - Parkland
74,90,30.211751,-97.79771,2019,2019-06-07,Live Oak,Municipal - Parkland
74,90,30.211758,-97.797712,2019,2019-06-07,Live Oak,Municipal - Parkland
74,90,30.211757,-97.797724,2019,2019-06-07,Live Oak,Municipal - Parkland
74,90,30.211368,-97.797507,2019,2019-06-07,Live Oak,Municipal - Parkland
76,93,30.340574,-97.778999,2016,2016-07-20,Live Oak,Unknown
76,93,30.341061,-97.779754,2017,2017-05-08,Live Oak,Unknown
76,93,30.340583,-97.779479,2017,2017-05-08,Live Oak,Unknown
76,93,30.340927,-97.780509,2018,2018-05-09,Live Oak,Private
76,93,30.340857,-97.78031,2018,2018-05-09,Live Oak,Private
78,99,30.22395,-97.868733,2019,2019-06-05,Live Oak,Public
78,99,30.224001,-97.868372,2019,2019-06-05,Live Oak,Private
78,99,30.224155,-97.868253,2019,2019-06-05,Live Oak,Private
78,99,30.224648,-97.868468,2019,2019-06-05,Live Oak,Public
78,99,30.224795,-97.868274,2019,2019-06-06,Live Oak,
78,99,30.224665,-97.868813,2019,2019-10-01,Live Oak,Private
78,99,30.224811,-97.868697,2019,2019-10-01,Live Oak,Private
78,99,30.225136,-97.868501,2021,2021-11-01,Live Oak,Private
78,99,30.22393,-97.869091,2022,2022-08-24,Live Oak,Private
78,99,30.225243,-97.86857,2022,2022-12-06,Live Oak,Private
78,99,30.225243,-97.86857,2022,2022-12-06,Live Oak,Private
78,99,30.225243,-97.86857,2022,2022-12-19,Live Oak,Private
