cluster_id,original_label,point_count,unique_years,start_year,end_year,year_span,annual_counts,centroid_lat,centroid_lon,radius_km,mean_distance_km,std_distance_km,area_km2,point_density_per_km2,spread_rate_km_per_year,dominant_species,dominant_landowner,eps_m,temporal_scale_m,min_samples,min_unique_years
24,29,4,3,2006,2008,2,"{""2006"": 1, ""2007"": 1, ""2008"": 2}",30.423012500607157,-97.73426975,0.0777189212827907,0.0519495778068987,0.0237538520183131,0.0189759444727803,210.79319692032868,0.0388594606413953,Live Oak,Private,80.0,20.0,3,2
25,30,8,6,2006,2014,8,"{""2006"": 1, ""2007"": 2, ""2008"": 1, ""2010"": 1, ""2011"": 2, ""2014"": 1}",30.207040250888813,-97.844571,0.0857922765380016,0.0596764802453666,0.0226191200563639,0.0231231106322696,345.9742128654414,0.0107240345672502,Live Oak,Unknown,80.0,20.0,3,2
26,31,6,4,2006,2011,5,"{""2006"": 1, ""2007"": 2, ""2010"": 1, ""2011"": 2}",30.426468000143963,-97.7210775,0.0675725662460423,0.0322538589870647,0.0270942150833831,0.0143446745051435,418.27369438383346,0.0135145132492084,Live Oak,Unknown,80.0,20.0,3,2
27,32,11,5,2007,2012,5,"{""2007"": 2, ""2009"": 3, ""2010"": 3, ""2011"": 2, ""2012"": 1}",30.42289491028894,-97.73269327272727,0.1262988567578906,0.065689023953423,0.0246714658658909,0.0501128048820321,219.50477579322288,0.0252597713515781,Live Oak,Unknown,80.0,20.0,3,2
28,33,5,2,2007,2008,1,"{""2007"": 2, ""2008"": 3}",30.263611200095053,-97.8052606,0.0355691060373169,0.0208203548140689,0.0083951970078968,0.0039746214591757,1257.9814332902158,0.0355691060373169,Live Oak,Unknown,80.0,20.0,3,2
29,34,4,3,2007,2010,3,"{""2007"": 2, ""2009"": 1, ""2010"": 1}",30.42267050006948,-97.72838125,0.02385148995009,0.0169320432503634,0.0063613245852523,0.0017872318691062,2238.097959835706,0.00795049665003,Live Oak,Unknown,80.0,20.0,3,2
31,36,5,4,2007,2011,4,"{""2007"": 2, ""2008"": 1, ""2010"": 1, ""2011"": 1}",30.42639220029831,-97.71918080000002,0.0594539918873286,0.0375153714983687,0.0181460189477323,0.0111048299307222,450.254531694104,0.0148634979718321,Live Oak,Unknown,80.0,20.0,3,2
33,39,6,3,2007,2011,4,"{""2007"": 1, ""2008"": 1, ""2011"": 4}",30.2515765003359,-97.77830783333332,0.0467619493429847,0.0402874742178714,0.0094344257493947,0.00686965752956,873.4059848226948,0.0116904873357461,Live Oak,Unknown,80.0,20.0,3,2
34,41,3,3,2008,2010,2,"{""2008"": 1, ""2009"": 1, ""2010"": 1}",30.248172000004065,-97.745726,0.030934018695203,0.0206226791307734,0.0089298820098436,0.0030062324614154,997.9268198665764,0.0154670093476015,Live Oak,Unknown,80.0,20.0,3,2
35,42,3,2,2008,2009,1,"{""2008"": 2, ""2009"": 1}",30.414630000022026,-97.68227233333332,0.0266137524739346,0.017852034566874,0.0145039451788778,0.0022251643806466,1348.215002043204,0.0266137524739346,Live Oak,Private,80.0,20.0,3,2
36,43,3,2,2008,2009,1,"{""2008"": 1, ""2009"": 2}",30.244401000017945,-97.82677166666667,0.0177759944555078,0.011850662969846,0.0051314875924268,0.0009926992298938,3022.0633900570565,0.0177759944555078,"Live Oak, Red Oak",Unknown,80.0,20.0,3,2
37,44,3,3,2007,2009,2,"{""2007"": 1, ""2008"": 1, ""2009"": 1}",30.209670333597664,-97.88569033333332,0.0524454014013125,0.0446101028473519,0.0099099817786011,0.0086410138281305,347.1814835237961,0.0262227007006562,Live Oak,Unknown,80.0,20.0,3,2
39,47,3,3,2008,2011,3,"{""2008"": 1, ""2009"": 1, ""2011"": 1}",30.369050667286775,-97.664379,0.0632067480332081,0.0426128764022979,0.0345000933161311,0.0125509548095741,239.0256395243748,0.0210689160110693,Live Oak,Unknown,80.0,20.0,3,2
40,48,3,3,2008,2012,4,"{""2008"": 1, ""2009"": 1, ""2012"": 1}",30.226264000001024,-97.86342833333332,0.0327823434531475,0.0219155102912891,0.013291654586852,0.0033762132089721,888.5694754192808,0.0081955858632868,Live Oak,Unknown,80.0,20.0,3,2
41,49,9,4,2009,2017,8,"{""2009"": 3, ""2010"": 2, ""2013"": 2, ""2017"": 2}",30.30365722248648,-97.77109833333331,0.0836307299298999,0.0454129884868242,0.0178060791747994,0.0219726100010902,409.6008621439792,0.0104538412412374,Live Oak,Unknown,80.0,20.0,3,2
42,51,3,3,2007,2010,3,"{""2007"": 1, ""2008"": 1, ""2010"": 1}",30.200288000041173,-97.82080533333333,0.0497521353996176,0.0340199300750428,0.0168880912758087,0.0077763056827982,385.7873034281828,0.0165840451332058,Live Oak,Unknown,80.0,20.0,3,2
43,52,3,2,2010,2013,3,"{""2010"": 2, ""2013"": 1}",30.254895333397418,-97.78097533333332,0.0211724836275394,0.0141149890853261,0.0061119695606267,0.001408294502985,2130.236249336456,0.0070574945425131,Live Oak,Unknown,80.0,20.0,3,2
45,54,3,2,2011,2012,1,"{""2011"": 1, ""2012"": 2}",30.22961366671323,-97.84993066666668,0.0253527709572421,0.016901847305172,0.0073187145681354,0.0020192995037523,1485.6637137905172,0.0253527709572421,Live Oak,Unknown,80.0,20.0,3,2
46,55,8,4,2011,2019,8,"{""2011"": 3, ""2015"": 2, ""2017"": 2, ""2019"": 1}",30.304280250009576,-97.770002875,0.0788792971027071,0.0258398246763172,0.0250805552105524,0.0195468120265187,409.2739004778153,0.0098599121378383,Live Oak,Municipal - ROW,80.0,20.0,3,2
47,57,4,2,2011,2013,2,"{""2011"": 3, ""2013"": 1}",30.408691250127667,-97.75957625,0.0529712877266975,0.0336762626771223,0.0198047191586207,0.0088151749135571,453.7629756895999,0.0264856438633487,Live Oak,Unknown,80.0,20.0,3,2
48,58,12,4,2011,2017,6,"{""2011"": 4, ""2014"": 1, ""2016"": 1, ""2017"": 6}",30.45066333361684,-97.80490125,0.0849754546710636,0.0387411623015227,0.0300867663563874,0.0226848998726502,528.9862449191429,0.0141625757785106,Live Oak,Private,80.0,20.0,3,2
49,59,5,2,2011,2012,1,"{""2011"": 4, ""2012"": 1}",30.42784640011605,-97.7681978,0.0412530570911846,0.0232615771461987,0.0148626181042915,0.0053464086201391,935.2072307316132,0.0412530570911846,Live Oak,Unknown,80.0,20.0,3,2
50,60,4,3,2011,2015,4,"{""2011"": 1, ""2013"": 1, ""2015"": 2}",30.385097250035734,-97.67796625,0.0199231416317578,0.009961570815826,0.0066410472106211,0.0012469973120781,3207.705390586596,0.0049807854079394,Live Oak,Unknown,80.0,20.0,3,2
52,62,4,3,2012,2014,2,"{""2012"": 1, ""2013"": 2, ""2014"": 1}",30.34567550009622,-97.7578965,0.0732984510192237,0.0408238207900066,0.0280182138680419,0.0168787183653962,236.98481800612092,0.0366492255096118,Live Oak,Unknown,80.0,20.0,3,2
54,64,42,4,2012,2017,5,"{""2012"": 1, ""2015"": 18, ""2016"": 2, ""2017"": 21}",30.41380445378116,-97.68228585714286,0.1280743566102712,0.0792133589083775,0.0294711437499322,0.051531672540211,815.032734814239,0.0256148713220542,Live Oak,Municipal - ROW,80.0,20.0,3,2
55,65,9,5,2012,2018,6,"{""2012"": 1, ""2013"": 1, ""2016"": 1, ""2017"": 1, ""2018"": 5}",30.23200233372699,-97.75788311111113,0.0675543668425602,0.0516948942007214,0.017020830694331,0.0143369486075723,627.7486406867976,0.0112590611404267,Live Oak,Private,80.0,20.0,3,2
56,66,3,2,2013,2014,1,"{""2013"": 2, ""2014"": 1}",30.1843156668236,-97.82708733333334,0.0346410186062829,0.0230940124047554,0.0100000007081792,0.0037699117186324,795.7746026711329,0.0346410186062829,"Live Oak, Red Oak",Unknown,80.0,20.0,3,2
57,68,5,2,2013,2016,3,"{""2013"": 4, ""2016"": 1}",30.26152500033785,-97.8068578,0.0458138811597732,0.0381987833255239,0.0070634939083256,0.0065939255989992,758.2736451801746,0.0152712937199244,Live Oak,Unknown,80.0,20.0,3,2
58,69,4,3,2012,2014,2,"{""2012"": 1, ""2013"": 2, ""2014"": 1}",30.191839250132375,-97.80249175,0.0465853678284775,0.0417760036565192,0.0040514419587523,0.0068178733677831,586.6932083105861,0.0232926839142387,Live Oak,Unknown,80.0,20.0,3,2
59,70,32,6,2014,2019,5,"{""2014"": 6, ""2015"": 4, ""2016"": 4, ""2017"": 14, ""2018"": 3, ""2019"": 1}",30.24966071966443,-97.78005896875,0.1265858200123759,0.055593809006327,0.034540492316938,0.0503407858936352,635.6674698645465,0.0253171640024751,Live Oak,Private,80.0,20.0,3,2
60,71,17,4,2014,2017,3,"{""2014"": 1, ""2015"": 10, ""2016"": 1, ""2017"": 5}",30.200827647321898,-97.81519747058825,0.1079969640192322,0.0413474011162107,0.0241697707001498,0.0366414765724146,463.9551019840275,0.0359989880064107,Live Oak,Private,80.0,20.0,3,2
61,72,12,2,2014,2016,2,"{""2014"": 4, ""2016"": 8}",30.386145916732385,-97.677552,0.0415163125110223,0.0183454618571055,0.0093504289023006,0.0054148623065941,2216.1228338875108,0.0207581562555111,Live Oak,Municipal - ROW,80.0,20.0,3,2
62,73,12,5,2014,2019,5,"{""2014"": 2, ""2015"": 1, ""2016"": 2, ""2017"": 6, ""2019"": 1}",30.266596417102832,-97.80549958333332,0.1116949780514482,0.0505365843681418,0.02886828158992,0.0391937814796932,306.1710186402235,0.0223389956102896,Live Oak,Municipal - ROW,80.0,20.0,3,2
63,74,3,3,2012,2017,5,"{""2012"": 1, ""2014"": 1, ""2017"": 1}",30.198240666802917,-97.85237466666668,0.0298572315384643,0.019924821161355,0.016397333570097,0.0028005862017956,1071.2043064685818,0.0059714463076928,Live Oak,Unknown,80.0,20.0,3,2
64,75,4,2,2014,2017,3,"{""2014"": 2, ""2017"": 2}",30.20290375001972,-97.82104875,0.0341465043118429,0.0255885131123507,0.0071661543647245,0.0036630460043125,1091.987377524276,0.0113821681039476,Live Oak,Private,80.0,20.0,3,2
66,77,3,2,2015,2017,2,"{""2015"": 1, ""2017"": 2}",30.3823756667748,-97.67812933333332,0.0315878197712746,0.0211180504154985,0.0097838985744024,0.0031346508582093,957.04438411165,0.0157939098856373,Live Oak,Unknown,80.0,20.0,3,2
67,78,7,4,2015,2019,4,"{""2015"": 1, ""2016"": 4, ""2017"": 1, ""2019"": 1}",30.416740714565808,-97.72674257142856,0.079166516019652,0.0481807291006741,0.0209013701295529,0.0196894206894695,355.52087135523476,0.019791629004913,Live Oak,Unknown,80.0,20.0,3,2
68,79,4,3,2015,2017,2,"{""2015"": 1, ""2016"": 2, ""2017"": 1}",30.422620750062023,-97.731379,0.0319846573382587,0.0200971993350886,0.0108716396207857,0.0032139067916198,1244.5911656274038,0.0159923286691293,Live Oak,Unknown,80.0,20.0,3,2
69,80,15,5,2012,2018,6,"{""2012"": 1, ""2015"": 1, ""2016"": 1, ""2017"": 8, ""2018"": 4}",30.34666413428478,-97.75805166666666,0.1330123978264057,0.0619421638147961,0.0338976696659495,0.0555819933450466,269.8715734587226,0.0221687329710676,Live Oak,Private,80.0,20.0,3,2
70,82,3,2,2016,2017,1,"{""2016"": 1, ""2017"": 2}",30.452150333423926,-97.80276933333332,0.0248484445343267,0.0165960973248908,0.0072751268420706,0.0019397612910426,1546.5820530872857,0.0248484445343267,Live Oak,Private,80.0,20.0,3,2
72,84,23,3,2016,2018,2,"{""2016"": 11, ""2017"": 4, ""2018"": 8}",30.229225826239,-97.84846221739129,0.0931805312373411,0.0271998276595235,0.0174203133173304,0.0272772281934712,843.1941778272403,0.0465902656186705,Live Oak,Private,80.0,20.0,3,2
73,86,26,2,2017,2018,1,"{""2017"": 11, ""2018"": 15}",30.182207423708803,-97.9121918076923,0.1006732591113767,0.0445661133283859,0.0262352393491084,0.0318403717258547,816.5733812362416,0.1006732591113767,Live Oak,Municipal - Parkland,80.0,20.0,3,2
74,90,110,3,2017,2019,2,"{""2017"": 24, ""2018"": 45, ""2019"": 41}",30.21106576501416,-97.79894108181816,0.1818181810406244,0.0972534392001389,0.0365740932486231,0.1038543017097302,1059.1761553358356,0.0909090905203122,Live Oak,Municipal - Parkland,80.0,20.0,3,2
76,93,5,3,2016,2018,2,"{""2016"": 1, ""2017"": 2, ""2018"": 2}",30.340800400189664,-97.7798102,0.0949067879443225,0.0622037801527218,0.0247093075409237,0.0282972624755608,176.69553739759436,0.0474533939721612,Live Oak,Unknown,80.0,20.0,3,2
78,99,12,3,2019,2022,3,"{""2019"": 7, ""2021"": 1, ""2022"": 4}",30.224651667943153,-97.868576,0.1092288375860396,0.062869952109797,0.0304521545135744,0.0374821501884127,320.15239092952766,0.0364096125286798,Live Oak,Private,80.0,20.0,3,2
