cluster_id,date,duration_days,current_points,current_radius_ft,regional_precip,regional_humidity,regional_wind
19,2001-05-16,688,3,250.03474286208834,1.9808560794044667,65.87302729528537,3.0272952853598016
19,2001-09-10,805,4,250.03474286208834,1.9808560794044667,65.87302729528537,3.0272952853598016
20,1999-04-08,0,1,0.0,1.3857333333333337,60.903866666666666,2.9537333333333335
20,1999-08-26,140,2,246.84672403954696,1.3857333333333337,60.903866666666666,2.9537333333333335
20,2000-02-01,299,3,246.84672403954696,1.3857333333333337,60.903866666666666,2.9537333333333335
21,2006-05-01,0,1,0.0,2.519675141242938,72.7661440677966,2.687358757062147
21,2007-07-31,456,2,183.95679100907037,2.519675141242938,72.7661440677966,2.687358757062147
21,2008-04-07,707,4,197.72738952566056,2.519675141242938,72.7661440677966,2.687358757062147
22,2006-05-02,0,1,0.0,2.390187852222918,68.78209768315591,2.843575453976205
22,2006-08-30,120,2,71.42884060997325,2.390187852222918,68.78209768315591,2.843575453976205
22,2010-09-14,1596,3,71.42884060997325,2.390187852222918,68.78209768315591,2.843575453976205
23,2006-06-07,0,1,0.0,1.978211788211788,66.84281718281719,2.94025974025974
23,2008-11-13,890,2,140.32788749616003,1.978211788211788,66.84281718281719,2.94025974025974
23,2009-03-03,1000,3,140.32788749616003,1.978211788211788,66.84281718281719,2.94025974025974
24,2006-07-11,0,1,0.0,2.3724937965260544,70.32612903225805,2.8062158808933
24,2007-06-01,325,2,192.61797189406659,2.3724937965260544,70.32612903225805,2.8062158808933
24,2008-09-23,805,4,227.01329881692374,2.3724937965260544,70.32612903225805,2.8062158808933
25,2006-12-13,0,1,0.0,1.983231207695048,66.18604916280727,3.0294798717491984
25,2007-06-13,182,2,150.0718816939769,1.983231207695048,66.18604916280727,3.0294798717491984
25,2007-10-02,293,3,184.63335887456012,1.983231207695048,66.18604916280727,3.0294798717491984
25,2008-04-21,495,4,224.27228574401047,1.983231207695048,66.18604916280727,3.0294798717491984
25,2010-08-16,1342,5,368.0244828437039,1.983231207695048,66.18604916280727,3.0294798717491984
25,2011-02-15,1525,6,432.59275271491333,1.983231207695048,66.18604916280727,3.0294798717491984
25,2011-06-02,1632,7,432.59275271491333,1.983231207695048,66.18604916280727,3.0294798717491984
25,2014-08-19,2806,8,432.59275271491333,1.983231207695048,66.18604916280727,3.0294798717491984
26,2006-12-20,0,1,0.0,2.100057405281286,66.76772101033295,2.940028702640643
26,2007-01-24,35,2,168.61650824203508,2.100057405281286,66.76772101033295,2.940028702640643
26,2007-08-09,232,3,211.28998784427202,2.100057405281286,66.76772101033295,2.940028702640643
26,2010-02-22,1160,4,211.28998784427202,2.100057405281286,66.76772101033295,2.940028702640643
26,2011-08-02,1686,5,211.28998784427202,2.100057405281286,66.76772101033295,2.940028702640643
26,2011-09-26,1741,6,327.20402477267794,2.100057405281286,66.76772101033295,2.940028702640643
27,2007-02-12,0,1,0.0,2.126389776357827,66.86240149094782,2.954957401490948
27,2007-05-24,101,2,355.6025671441418,2.126389776357827,66.86240149094782,2.954957401490948
27,2009-05-18,826,3,355.6025671441418,2.126389776357827,66.86240149094782,2.954957401490948
27,2009-06-09,848,5,355.68063865439194,2.126389776357827,66.86240149094782,2.954957401490948
27,2010-01-11,1064,7,355.68063865439194,2.126389776357827,66.86240149094782,2.954957401490948
27,2010-08-23,1288,8,355.68063865439194,2.126389776357827,66.86240149094782,2.954957401490948
27,2011-04-07,1515,9,527.7338523868594,2.126389776357827,66.86240149094782,2.954957401490948
27,2011-04-27,1535,10,527.7338523868594,2.126389776357827,66.86240149094782,2.954957401490948
27,2012-04-03,1877,11,527.7338523868594,2.126389776357827,66.86240149094782,2.954957401490948
28,2007-05-08,0,1,0.0,2.422208067940552,70.64976645435245,2.823057324840764
28,2007-07-24,77,2,83.33025746162724,2.422208067940552,70.64976645435245,2.823057324840764
28,2008-07-28,447,4,140.4301378382872,2.422208067940552,70.64976645435245,2.823057324840764
28,2008-08-20,470,5,140.4301378382872,2.422208067940552,70.64976645435245,2.823057324840764
29,2007-05-15,0,1,0.0,2.255466417910448,68.57517723880596,2.875429104477612
29,2007-05-24,9,2,46.38036300596185,2.255466417910448,68.57517723880596,2.875429104477612
29,2009-04-28,714,3,74.88722671666486,2.255466417910448,68.57517723880596,2.875429104477612
29,2010-04-20,1071,4,74.88722671666486,2.255466417910448,68.57517723880596,2.875429104477612
31,2007-06-11,0,1,0.0,2.070330935251799,67.6488489208633,2.8941510791366905
31,2007-06-26,15,2,197.82237775276582,2.070330935251799,67.6488489208633,2.8941510791366905
31,2008-06-03,358,3,197.82237775276582,2.070330935251799,67.6488489208633,2.8941510791366905
31,2010-10-05,1212,4,197.82237775276582,2.070330935251799,67.6488489208633,2.8941510791366905
31,2011-03-31,1389,5,197.82237775276582,2.070330935251799,67.6488489208633,2.8941510791366905
33,2007-06-11,0,1,0.0,2.0184156378600826,67.06727023319615,2.9422016460905347
33,2008-04-02,296,2,0.0,2.0184156378600826,67.06727023319615,2.9422016460905347
33,2011-04-14,1403,3,190.33822656740767,2.0184156378600826,67.06727023319615,2.9422016460905347
33,2011-04-25,1414,5,262.9423990905754,2.0184156378600826,67.06727023319615,2.9422016460905347
33,2011-06-07,1457,6,262.9423990905754,2.0184156378600826,67.06727023319615,2.9422016460905347
34,2008-06-23,0,1,0.0,2.1883811710677383,67.4327095292767,2.8278415614236514
34,2009-11-03,498,2,131.2692909918178,2.1883811710677383,67.4327095292767,2.8278415614236514
34,2010-11-10,870,3,131.2692909918178,2.1883811710677383,67.4327095292767,2.8278415614236514
35,2008-09-01,0,2,148.10102666473333,1.2401949860724235,59.91860724233983,3.0470752089136495
35,2009-08-25,358,3,148.10102666473333,1.2401949860724235,59.91860724233983,3.0470752089136495
36,2008-09-09,0,1,0.0,1.1658362989323845,59.90508896797154,3.177864768683274
36,2009-04-02,205,2,0.0,1.1658362989323845,59.90508896797154,3.177864768683274
36,2009-06-16,280,3,75.43575337845273,1.1658362989323845,59.90508896797154,3.177864768683274
37,2007-08-15,0,1,0.0,1.394578313253012,63.19503012048193,3.1115060240963857
37,2008-09-11,393,2,180.80986495819567,1.394578313253012,63.19503012048193,3.1115060240963857
37,2009-06-08,663,3,268.0786432397895,1.394578313253012,63.19503012048193,3.1115060240963857
39,2008-06-12,0,1,0.0,1.9113327032136107,65.59033081285445,2.94593572778828
39,2009-04-29,321,2,171.19246520193838,1.9113327032136107,65.59033081285445,2.94593572778828
39,2011-05-05,1057,3,353.2808285703202,1.9113327032136107,65.59033081285445,2.94593572778828
40,2008-02-20,0,1,0.0,1.8480882352941177,64.23244117647059,3.103064705882353
40,2009-05-13,448,2,165.89934874335438,1.8480882352941177,64.23244117647059,3.103064705882353
40,2012-10-15,1699,3,165.89934874335438,1.8480882352941177,64.23244117647059,3.103064705882353
41,2009-05-19,0,1,0.0,2.3358755240245084,67.85685262818447,2.860025798129635
41,2009-11-10,175,3,206.3052190021092,2.3358755240245084,67.85685262818447,2.860025798129635
41,2010-04-28,344,4,206.3052190021092,2.3358755240245084,67.85685262818447,2.860025798129635
41,2010-05-11,357,5,206.3052190021092,2.3358755240245084,67.85685262818447,2.860025798129635
41,2013-12-31,1687,7,206.60235326509184,2.3358755240245084,67.85685262818447,2.860025798129635
41,2017-11-13,3100,9,206.60235326509184,2.3358755240245084,67.85685262818447,2.860025798129635
42,2007-08-14,0,1,0.0,1.9082142857142856,66.39738721804511,3.049718045112782
42,2008-08-14,366,2,241.8306226463186,1.9082142857142856,66.39738721804511,3.049718045112782
42,2010-07-12,1063,3,241.8306226463186,1.9082142857142856,66.39738721804511,3.049718045112782
43,2010-07-26,0,1,0.0,1.757835051546392,62.76147766323024,2.9691151202749144
43,2010-07-27,1,2,89.83977591915601,1.757835051546392,62.76147766323024,2.9691151202749144
43,2013-10-01,1163,3,89.83977591915601,1.757835051546392,62.76147766323024,2.9691151202749144
45,2011-04-21,0,1,0.0,1.7660000000000002,62.43022222222222,3.129070707070707
45,2012-08-27,494,3,107.60539220989392,1.7660000000000002,62.43022222222222,3.129070707070707
46,2011-05-01,0,2,3.1084857838038524,2.368262108262108,68.21480848369738,2.8458689458689452
46,2011-05-19,18,3,88.2979839894149,2.368262108262108,68.21480848369738,2.8458689458689452
46,2015-10-26,1639,5,88.2979839894149,2.368262108262108,68.21480848369738,2.8458689458689452
46,2017-04-13,2174,7,241.93236809207693,2.368262108262108,68.21480848369738,2.8458689458689452
46,2019-12-23,3158,8,241.93236809207693,2.368262108262108,68.21480848369738,2.8458689458689452
47,2011-07-01,0,1,0.0,1.7873748308525037,63.36569688768606,2.9358863328822733
47,2011-07-28,27,2,91.84359592171992,1.7873748308525037,63.36569688768606,2.9358863328822733
47,2011-08-09,39,3,112.99866414859267,1.7873748308525037,63.36569688768606,2.9358863328822733
47,2013-07-08,738,4,177.32617233039122,1.7873748308525037,63.36569688768606,2.9358863328822733
48,2011-08-25,0,1,0.0,2.447069868995633,68.67657205240175,2.82117903930131
48,2011-09-15,21,2,40.21239992386337,2.447069868995633,68.67657205240175,2.82117903930131
48,2011-10-06,42,4,127.10989201247098,2.447069868995633,68.67657205240175,2.82117903930131
48,2014-04-16,965,5,127.10989201247098,2.447069868995633,68.67657205240175,2.82117903930131
48,2016-02-09,1629,6,127.10989201247098,2.447069868995633,68.67657205240175,2.82117903930131
48,2017-10-09,2237,8,374.15797623772494,2.447069868995633,68.67657205240175,2.82117903930131
48,2017-11-13,2272,10,374.15797623772494,2.447069868995633,68.67657205240175,2.82117903930131
48,2017-11-30,2289,12,374.15797623772494,2.447069868995633,68.67657205240175,2.82117903930131
49,2011-09-21,0,1,0.0,2.5216602316602317,69.74664092664094,2.998416988416988
49,2011-10-03,12,2,148.49735390998583,2.5216602316602317,69.74664092664094,2.998416988416988
49,2011-10-14,23,4,148.49735390998583,2.5216602316602317,69.74664092664094,2.998416988416988
49,2012-06-05,258,5,187.10169262755085,2.5216602316602317,69.74664092664094,2.998416988416988
50,2011-10-31,0,1,0.0,2.346447562776957,69.02557607090104,2.8701329394387
50,2013-05-30,577,2,75.04555037418604,2.346447562776957,69.02557607090104,2.8701329394387
50,2015-04-07,1254,3,75.04555037418604,2.346447562776957,69.02557607090104,2.8701329394387
50,2015-07-15,1353,4,75.04555037418604,2.346447562776957,69.02557607090104,2.8701329394387
52,2012-05-21,0,1,0.0,1.9615491329479768,65.60656647398844,2.861156069364162
52,2013-06-26,401,3,135.61350229631898,1.9615491329479768,65.60656647398844,2.861156069364162
52,2014-10-02,864,4,321.3802954257908,1.9615491329479768,65.60656647398844,2.861156069364162
54,2012-11-20,0,1,0.0,2.563848283499446,69.58887596899226,2.819091915836102
54,2015-08-26,1009,2,489.27951937655945,2.563848283499446,69.58887596899226,2.819091915836102
54,2015-10-20,1064,14,542.4748767033271,2.563848283499446,69.58887596899226,2.819091915836102
54,2015-10-21,1065,17,542.4748767033271,2.563848283499446,69.58887596899226,2.819091915836102
54,2015-10-26,1070,19,545.4166929035126,2.563848283499446,69.58887596899226,2.819091915836102
54,2016-06-07,1295,21,545.4166929035126,2.563848283499446,69.58887596899226,2.819091915836102
54,2017-05-24,1646,22,545.4166929035126,2.563848283499446,69.58887596899226,2.819091915836102
54,2017-10-27,1802,36,545.4166929035126,2.563848283499446,69.58887596899226,2.819091915836102
54,2017-10-30,1805,42,545.4166929035126,2.563848283499446,69.58887596899226,2.819091915836102
55,2012-05-17,0,1,0.0,2.3935283608753912,69.9034435015632,2.7808083966056274
55,2013-04-29,347,2,19.613363576340102,2.3935283608753912,69.9034435015632,2.7808083966056274
55,2016-02-17,1371,3,19.613363576340102,2.3935283608753912,69.9034435015632,2.7808083966056274
55,2017-03-01,1749,4,296.24768219922254,2.3935283608753912,69.9034435015632,2.7808083966056274
55,2018-07-03,2238,9,358.4942610005602,2.3935283608753912,69.9034435015632,2.7808083966056274
56,2013-05-13,0,1,0.0,1.974237623762376,66.10829702970297,2.9693267326732675
56,2013-05-21,8,2,147.09556245577454,1.974237623762376,66.10829702970297,2.9693267326732675
56,2014-09-29,504,3,147.09556245577454,1.974237623762376,66.10829702970297,2.9693267326732675
57,2013-07-01,0,1,0.0,2.73622848200313,70.81507042253521,2.7324647887323943
57,2013-07-09,8,4,201.038660911902,2.73622848200313,70.81507042253521,2.7324647887323943
57,2016-12-29,1277,5,251.60609225523982,2.73622848200313,70.81507042253521,2.7324647887323943
58,2012-08-21,0,1,0.0,1.8586037234042552,66.91136968085107,2.8677127659574473
58,2013-08-01,345,2,134.28739512533008,1.8586037234042552,66.91136968085107,2.8677127659574473
58,2013-08-21,365,3,232.21893086295904,1.8586037234042552,66.91136968085107,2.8677127659574473
58,2014-09-11,751,4,232.21893086295904,1.8586037234042552,66.91136968085107,2.8677127659574473
59,2014-01-29,0,1,0.0,2.683386533665835,70.82010972568578,2.8202892768079804
59,2014-02-13,15,4,68.58590819797139,2.683386533665835,70.82010972568578,2.8202892768079804
59,2014-04-15,76,5,68.58590819797139,2.683386533665835,70.82010972568578,2.8202892768079804
59,2014-04-30,91,6,153.8089464601066,2.683386533665835,70.82010972568578,2.8202892768079804
59,2015-06-02,489,8,272.43377503326707,2.683386533665835,70.82010972568578,2.8202892768079804
59,2015-06-03,490,9,272.43377503326707,2.683386533665835,70.82010972568578,2.8202892768079804
59,2015-08-04,552,10,272.43377503326707,2.683386533665835,70.82010972568578,2.8202892768079804
59,2016-10-27,1002,11,272.43377503326707,2.683386533665835,70.82010972568578,2.8202892768079804
59,2016-11-21,1027,13,272.43377503326707,2.683386533665835,70.82010972568578,2.8202892768079804
59,2016-12-06,1042,14,320.92377101744205,2.683386533665835,70.82010972568578,2.8202892768079804
59,2017-01-12,1079,15,334.29068749852195,2.683386533665835,70.82010972568578,2.8202892768079804
59,2017-02-07,1105,17,402.9898573635748,2.683386533665835,70.82010972568578,2.8202892768079804
59,2017-06-27,1245,20,402.9898573635748,2.683386533665835,70.82010972568578,2.8202892768079804
59,2017-06-29,1247,22,402.9898573635748,2.683386533665835,70.82010972568578,2.8202892768079804
59,2017-07-06,1254,24,595.9660974391669,2.683386533665835,70.82010972568578,2.8202892768079804
59,2017-07-27,1275,26,595.9660974391669,2.683386533665835,70.82010972568578,2.8202892768079804
59,2017-08-01,1280,27,595.9660974391669,2.683386533665835,70.82010972568578,2.8202892768079804
59,2017-10-01,1341,28,595.9660974391669,2.683386533665835,70.82010972568578,2.8202892768079804
59,2018-05-15,1567,31,595.9660974391669,2.683386533665835,70.82010972568578,2.8202892768079804
59,2019-07-26,2004,32,595.9660974391669,2.683386533665835,70.82010972568578,2.8202892768079804
60,2014-04-16,0,1,0.0,3.011276758409786,70.94120795107034,2.8567278287461777
60,2015-03-26,344,2,258.8856248092515,3.011276758409786,70.94120795107034,2.8567278287461777
60,2015-04-20,369,3,258.8856248092515,3.011276758409786,70.94120795107034,2.8567278287461777
60,2015-04-23,372,4,397.44360782455533,3.011276758409786,70.94120795107034,2.8567278287461777
60,2015-08-19,490,7,397.44360782455533,3.011276758409786,70.94120795107034,2.8567278287461777
60,2015-08-20,491,11,397.44360782455533,3.011276758409786,70.94120795107034,2.8567278287461777
60,2016-04-26,741,12,397.44360782455533,3.011276758409786,70.94120795107034,2.8567278287461777
60,2017-02-07,1028,14,397.44360782455533,3.011276758409786,70.94120795107034,2.8567278287461777
60,2017-11-13,1307,17,397.44360782455533,3.011276758409786,70.94120795107034,2.8567278287461777
61,2014-06-10,0,1,0.0,3.011721763085399,71.57287878787879,2.728732782369146
61,2014-06-21,11,4,126.75101249665495,3.011721763085399,71.57287878787879,2.728732782369146
61,2016-06-03,724,11,182.60198200118523,3.011721763085399,71.57287878787879,2.728732782369146
61,2016-06-04,725,12,182.60198200118523,3.011721763085399,71.57287878787879,2.728732782369146
62,2014-08-14,0,2,3.1092726866331932,2.770470392916436,71.2683397897067,2.7894964028776976
62,2015-06-02,292,3,221.4730715496662,2.770470392916436,71.2683397897067,2.7894964028776976
62,2016-01-25,529,4,221.4730715496662,2.770470392916436,71.2683397897067,2.7894964028776976
62,2016-12-29,868,5,221.4730715496662,2.770470392916436,71.2683397897067,2.7894964028776976
62,2017-07-06,1057,7,231.9644464272438,2.770470392916436,71.2683397897067,2.7894964028776976
62,2017-08-22,1104,11,231.9644464272438,2.770470392916436,71.2683397897067,2.7894964028776976
62,2019-07-25,1806,12,381.94423983236777,2.770470392916436,71.2683397897067,2.7894964028776976
63,2012-09-25,0,1,0.0,2.5067600254614892,69.82436664544875,2.8765945257797583
63,2014-08-19,693,2,166.35961753446065,2.5067600254614892,69.82436664544875,2.8765945257797583
63,2017-01-12,1570,3,166.35961753446065,2.5067600254614892,69.82436664544875,2.8765945257797583
64,2014-09-02,0,2,177.13004721781397,3.191031746031746,73.26853741496599,2.760600907029479
64,2017-01-30,881,4,177.13004721781397,3.191031746031746,73.26853741496599,2.760600907029479
66,2015-04-21,0,1,0.0,3.0414663143989435,72.03586525759577,2.751202113606342
66,2017-05-16,756,3,123.5029757133956,3.0414663143989435,72.03586525759577,2.751202113606342
67,2015-06-15,0,1,0.0,2.604423076923077,69.7803535980149,2.7981265508684863
67,2016-04-07,297,4,231.2309909855082,2.604423076923077,69.7803535980149,2.7981265508684863
67,2016-08-18,430,5,231.2309909855082,2.604423076923077,69.7803535980149,2.7981265508684863
67,2017-07-07,753,6,231.2309909855082,2.604423076923077,69.7803535980149,2.7981265508684863
67,2019-11-12,1611,7,300.54066607560947,2.604423076923077,69.7803535980149,2.7981265508684863
68,2015-08-12,0,1,0.0,2.826534653465347,70.98946251768034,2.756605374823197
68,2016-03-15,216,2,110.5968688578726,2.826534653465347,70.98946251768034,2.756605374823197
68,2016-05-05,267,3,110.5968688578726,2.826534653465347,70.98946251768034,2.756605374823197
68,2017-07-18,706,4,154.53878612586266,2.826534653465347,70.98946251768034,2.756605374823197
69,2012-07-18,0,1,0.0,2.4139313861845157,69.01222994900324,2.8200092721372276
69,2015-09-02,1141,2,44.30003857227724,2.4139313861845157,69.01222994900324,2.8200092721372276
69,2016-05-17,1399,3,138.11328663309715,2.4139313861845157,69.01222994900324,2.8200092721372276
69,2017-05-30,1777,11,415.7700397755264,2.4139313861845157,69.01222994900324,2.8200092721372276
69,2018-06-13,2156,15,415.7700397755264,2.4139313861845157,69.01222994900324,2.8200092721372276
70,2016-05-10,0,1,0.0,2.961286549707602,70.88612085769981,2.7866081871345028
70,2017-06-12,398,2,101.41394365235934,2.961286549707602,70.88612085769981,2.7866081871345028
70,2017-10-04,512,3,109.1220255666701,2.961286549707602,70.88612085769981,2.7866081871345028
72,2016-07-12,0,1,0.0,2.623793103448276,68.86465517241379,2.8751847290640393
72,2016-07-14,2,3,129.8426021080735,2.623793103448276,68.86465517241379,2.8751847290640393
72,2016-07-31,19,5,129.8426021080735,2.623793103448276,68.86465517241379,2.8751847290640393
72,2016-08-04,23,8,143.68139788088686,2.623793103448276,68.86465517241379,2.8751847290640393
72,2016-11-15,126,11,188.7018070453212,2.623793103448276,68.86465517241379,2.8751847290640393
72,2017-05-17,309,12,188.7018070453212,2.623793103448276,68.86465517241379,2.8751847290640393
72,2017-05-31,323,13,188.7018070453212,2.623793103448276,68.86465517241379,2.8751847290640393
72,2017-08-22,406,15,188.7018070453212,2.623793103448276,68.86465517241379,2.8751847290640393
72,2018-04-12,639,17,188.7018070453212,2.623793103448276,68.86465517241379,2.8751847290640393
72,2018-04-30,657,19,188.7018070453212,2.623793103448276,68.86465517241379,2.8751847290640393
72,2018-06-08,696,20,188.7018070453212,2.623793103448276,68.86465517241379,2.8751847290640393
72,2018-10-01,811,23,188.7018070453212,2.623793103448276,68.86465517241379,2.8751847290640393
73,2017-01-09,0,11,412.5975515858841,2.578826086956522,69.05676086956522,3.0003695652173916
73,2018-04-13,459,12,412.5975515858841,2.578826086956522,69.05676086956522,3.0003695652173916
74,2017-02-14,0,1,0.0,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2017-06-13,119,6,79.20651226913893,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2017-06-14,120,8,94.1844130477221,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2017-06-15,121,11,150.0583857988167,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2017-06-16,122,15,156.03662334869324,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2017-06-21,127,18,156.03662334869324,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2017-06-27,133,20,199.79400600069704,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2017-06-28,134,21,199.79400600069704,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2017-08-09,176,22,199.79400600069704,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2017-08-10,177,24,199.79400600069704,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2018-04-06,416,41,466.56106298332577,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2018-04-16,426,42,496.12811751688855,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2018-05-08,448,46,496.12811751688855,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2018-05-09,449,52,496.12811751688855,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2018-10-01,594,69,496.12811751688855,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2019-04-15,790,76,496.12811751688855,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2019-04-16,791,80,554.2763546236628,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2019-04-22,797,82,554.2763546236628,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2019-04-23,798,83,554.2763546236628,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2019-05-22,827,90,554.2763546236628,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2019-05-23,828,98,700.5099255622962,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2019-05-25,830,99,700.5099255622962,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2019-05-31,836,103,700.5099255622962,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2019-06-04,840,105,700.5099255622962,2.5327132701421795,70.86323459715639,2.8600000000000003
74,2019-06-07,843,110,700.5099255622962,2.5327132701421795,70.86323459715639,2.8600000000000003
76,2016-07-20,0,1,0.0,2.4119726858877084,69.41591805766312,2.828103186646434
